Ticker,mkt_cap,pb_ratio,beta,profit_margin,ROA,ROE
VRA,322290.0,1.1,1.61,0.032400000000000005,0.0444,0.048499999999999995
AMAG,211770.0,0.74,0.97,-1.1505,-0.0789,-0.8398
LAZ,2460.0,4.04,1.79,0.10220000000000001,0.049,0.39
I,991930.0,,1.38,-0.4432,0.0403,
ATRA,501580.0,1.72,2.12,0.0,-0.6057,-1.1112
LYFT,8240.0,2.89,,-0.4905,-0.2779,-0.9728
MRLN,132750.0,0.62,1.01,0.1177,0.008100000000000001,0.052000000000000005
RMNI,278140.0,,0.25,0.0334,0.0907,
BMCH,1190.0,1.21,1.56,0.03,0.054000000000000006,0.1184
GVA,1500.0,1.24,1.48,-0.0311,-0.0276,-0.0695
WRTC,127990.0,6.67,,0.0,-0.3789,-0.6283
CHRS,1150.0,10.93,2.04,0.3342,0.31670000000000004,2.4488
NVEC,251570.0,3.14,1.35,0.5716,0.1189,0.1807
AMSF,1240.0,2.89,0.41,0.2373,0.0426,0.19390000000000002
EFSC,742870.0,0.84,1.32,0.32420000000000004,0.0124,0.10880000000000001
NVRO,3200.0,14.8,0.91,-0.21359999999999998,-0.1052,-0.39380000000000004
PKBK,159850.0,0.9,0.9,0.5069,0.0181,0.17620000000000002
WVE,324220.0,5.09,-0.07,0.0,-0.3992,-1.6869999999999998
APOG,800270.0,1.55,1.43,0.0446,0.0414,0.1222
OCUL,262540.0,,1.57,0.0,-0.5932999999999999,-12.110199999999999
GFN,191100.0,1.25,1.19,0.0353,0.0526,0.0737
TECH,7230.0,5.46,1.1,0.2477,0.052199999999999996,0.1534
IPAR,1460.0,3.12,0.91,0.0756,0.0694,0.1075
FFIN,3820.0,3.09,0.95,0.4081,0.018600000000000002,0.1244
SFBS,1570.0,1.87,1.32,0.5136,0.0169,0.18309999999999998
CWEN-A,3550.0,1.85,1.13,-0.018600000000000002,0.0225,-0.0708
RDUS,600830.0,,1.16,-0.6681999999999999,-0.284,
TYL,11790.0,7.29,0.72,0.1494,0.0475,0.10859999999999999
STLD,4740.0,1.16,1.44,0.064,0.0747,0.16399999999999998
RRTS,348780.0,2.75,1.61,-0.1845,-0.1048,-185.44299999999998
VREX,874340.0,1.95,1.39,0.0044,0.0253,0.0086
NTB,902590.0,0.91,1.72,0.3124,0.013300000000000001,0.1761
FARO,788460.0,2.37,1.53,-0.20980000000000001,-0.0175,-0.2225
SAMG,136050.0,2.09,0.71,0.1155,0.08529999999999999,0.2361
TTGT,567370.0,3.71,0.82,0.1166,0.0662,0.11259999999999999
CVIA,268760.0,0.19,,-0.8086,-0.021400000000000002,-1.5807
AXTA,4059.9999999999995,3.0,1.56,0.0593,0.0547,0.1991
PK,1860.0,0.29,2.1,-0.1729,0.0204,-0.0842
DMRC,164550.0,3.34,1.03,-1.4154,-0.3933,-0.7190000000000001
MOBL,438410.0,12.18,1.57,-0.2147,-0.1232,-1.045
RDI,274160.0,1.53,1.56,-0.0955,0.0102,-0.16579999999999998
IONS,6590.0,4.48,1.69,0.1684,0.0391,0.1041
SCI,7010.0,3.84,0.71,0.115,0.0304,0.2159
CVI,1660.0,1.19,2.0,0.032,0.0441,0.1011
SWM,867800.0,1.45,1.38,0.0886,0.0555,0.1575
BATRK,984740.0,2.58,1.03,0.0987,-0.013300000000000001,0.11789999999999999
NC,196460.0,0.68,0.7,0.22219999999999998,-0.0537,0.1103
EEX,185030.0,0.29,1.54,-2.0006,0.0127,-1.6171
KALA,479810.0,16.16,0.25,0.0,-0.23129999999999998,-0.8122
DOOR,1160.0,1.86,1.7,0.0322,0.059800000000000006,0.1245
CPS,173400.0,0.2,2.16,-0.013000000000000001,-0.0039000000000000003,-0.0567
HR,3770.0,1.98,0.57,0.08,0.0138,0.021099999999999997
MITT,504880.0,0.9,1.83,0.7387999999999999,0.024700000000000003,0.1294
PTLA,559590.0,4.31,1.75,-2.3272999999999997,-0.3059,-4.6225
MAC,797050.0,0.3,1.84,0.09910000000000001,0.0174,0.0353
POL,1730.0,1.65,1.83,0.2065,0.042699999999999995,0.0819
SLGN,3220.0,3.14,0.7,0.0455,0.051699999999999996,0.21309999999999998
ALLO,2430.0,3.87,,0.0,-0.1941,-0.3222
BWFG,120120.0,0.66,0.78,0.2667,0.0073,0.08349999999999999
JBGS,4290.0,1.25,0.77,0.1301,0.0039000000000000003,0.0248
AKCA,1450.0,2.67,1.32,-0.0859,-0.040999999999999995,-0.06509999999999999
MINI,1160.0,1.38,1.5,0.1208,0.0493,0.0897
IPI,103710.0,0.24,1.85,0.0005,0.011899999999999999,0.0002
ACER,20090.0,1.09,1.56,0.0,-0.5509000000000001,-1.0178
JJSF,2290.0,2.71,0.58,0.0681,0.0633,0.1005
HCSG,1780.0,3.87,0.62,0.0417,0.0877,0.17170000000000002
NG,2610.0,19.01,0.54,0.0,-0.0421,-0.1959
PCTY,4740.0,14.29,1.64,0.1266,0.0204,0.2112
CZNC,275260.0,1.13,0.33,0.2514,0.0127,0.08199999999999999
MYE,384380.0,2.31,1.47,0.0687,0.0683,0.205
TECD,5100.0,1.72,0.93,0.0101,0.028900000000000002,0.12369999999999999
EPZM,1570.0,5.34,2.05,0.0,-0.28559999999999997,-0.5416
DEA,1850.0,1.74,0.48,0.0406,0.011699999999999999,0.0091
GGG,8210.0,8.01,0.55,0.2043,0.1447,0.3542
ECOL,957690.0,0.95,0.93,-0.3433,0.0358,-0.5251
SWX,3830.0,1.53,0.29,0.061399999999999996,0.028999999999999998,0.0768
SMAR,5730.0,10.87,1.63,-0.3542,-0.11720000000000001,-0.2817
EXPI,555140.0,10.93,2.82,-0.0028000000000000004,-0.017,-0.07139999999999999
GTHX,415860.0,1.62,2.19,0.0,-0.2774,-0.4557
OGE,6150.0,1.49,0.75,-0.048499999999999995,0.030699999999999998,-0.027999999999999997
CASI,205870.0,2.82,0.82,0.0,-0.2161,-0.4218
EPR,1900.0,0.63,1.48,0.2677,0.0311,0.0489
FWRD,1430.0,2.43,1.18,0.0538,0.0681,0.1377
ACCO,476960.0,0.62,2.22,0.0593,0.048600000000000004,0.1557
MCHX,64420.0,0.65,1.93,-0.2643,-0.0661,-0.324
ABCB,1650.0,0.67,1.52,0.19879999999999998,0.009399999999999999,0.0716
XXII,104140.0,1.68,1.37,-1.0720999999999998,-0.18030000000000002,-0.4451
TPIC,543210.0,2.54,1.56,-0.0027,0.025,-0.0203
SRCE,827790.0,1.0,1.13,0.2843,0.0132,0.10400000000000001
WEX,4550.0,2.36,1.9,0.07139999999999999,0.0327,0.0641
ARVN,1570.0,6.88,,-1.7174,-0.1576,-0.45740000000000003
CBAN,118730.0,0.91,0.66,0.1398,0.0064,0.0757
CR,2850.0,1.93,1.52,0.035,0.0644,0.0759
DPZ,12650.0,,0.36,0.1175,0.31679999999999997,
FNWB,113410.0,0.64,0.8,0.174,0.005699999999999999,0.0451
IBP,1180.0,4.73,1.68,0.0481,0.0859,0.3452
BY,398030.0,0.54,1.58,0.19690000000000002,0.0088,0.0662
NGM,837660.0,2.53,,-0.5241,-0.128,-0.2168
CSGS,1380.0,3.49,0.91,0.0852,0.07,0.2254
FMBH,396430.0,0.75,0.83,0.2622,0.0115,0.0866
TESS,41800.0,0.43,1.29,-0.039900000000000005,-0.0481,-0.2241
BV,1160.0,0.9,,0.0098,0.0248,0.0191
TBK,626630.0,0.98,1.25,0.14300000000000002,0.008,0.0636
ENZ,119370.0,1.52,0.8,0.0192,-0.1732,0.0223
DNOW,563510.0,0.49,1.84,-0.161,0.0036,-0.44310000000000005
SMG,5690.0,9.1,0.92,0.095,0.0783,0.42479999999999996
ARLO,187990.0,0.92,,-0.2225,-0.19329999999999997,-0.409
VRS,395360.0,0.39,2.0,0.0501,0.0298,0.1137
RRC,560600.0,0.24,2.7,-0.6984,-0.1474,-0.48119999999999996
SLM,2700.0,0.93,1.47,0.4907,0.0263,0.30269999999999997
ASH,3030.0,0.84,1.42,-0.0305,0.0215,-0.1548
SPSC,1630.0,4.59,0.8,0.12710000000000002,0.06280000000000001,0.10619999999999999
SRCL,4440.0,1.9,1.11,-0.1008,0.0258,-0.1354
MBIO,115030.0,2.23,1.53,0.0,-0.5003,-1.3094
ASIX,267080.0,0.67,2.14,0.0232,0.028399999999999998,0.0719
ATEX,740910.0,2.82,0.36,0.0,-0.0909,-0.15990000000000001
SCHL,1110.0,0.87,1.0,-0.0077,0.011699999999999999,-0.0104
LILA,1890.0,0.62,1.61,-0.056799999999999996,0.0253,-0.08220000000000001
RS,5570.0,1.07,1.12,0.0541,0.0733,0.1186
DAR,3100.0,1.21,1.24,0.1124,0.0106,0.156
AMBA,2000.0,4.49,1.22,-0.19579999999999997,-0.062400000000000004,-0.1033
PRAH,5280.0,4.85,1.09,0.0766,0.061799999999999994,0.2155
TOL,5760.0,1.14,1.55,0.07440000000000001,0.0387,0.1118
GTYH,239190.0,0.73,0.07,-1.7958,-0.065,-0.21530000000000002
MTDR,289080.0,0.16,4.76,0.23739999999999997,0.0665,0.1356
JACK,793210.0,,1.67,0.0564,0.0684,
BYD,1600.0,1.27,2.26,-0.0111,0.036000000000000004,-0.031
GBCI,3240.0,1.65,1.04,0.3131,0.015,0.111
NCR,2250.0,2.04,1.75,0.0799,0.0384,0.43450000000000005
BE,654540.0,,,-0.3465,-0.0464,
IOTS,257279.99999999997,3.99,0.19,-0.2273,-0.0562,-0.442
LIVN,2200.0,1.59,0.88,-0.0955,0.0097,-0.0709
CECE,165030.0,0.85,1.19,0.057300000000000004,0.0288,0.1035
MCFT,137770.0,1.57,2.27,-0.0719,0.1267,-0.46950000000000003
CPA,4570.0,2.32,1.51,0.08810000000000001,0.058499999999999996,0.1206
NATR,158320.0,1.23,0.65,0.0217,0.0554,0.0645
NINE,24580.0,0.06,3.22,-0.7147,-0.003,-1.5155
VALU,317690.0,6.16,0.12,0.38170000000000004,0.0564,0.2992
MANH,3160.0,22.23,1.95,0.1401,0.19760000000000003,0.6437999999999999
CNOB,533570.0,0.73,1.33,0.3641,0.0102,0.0883
IAC,15230.0,5.2,1.14,0.0269,0.048499999999999995,0.0695
BKH,4019.9999999999995,1.7,0.34,0.1127,0.034,0.08109999999999999
MRTN,1130.0,1.88,0.98,0.071,0.053200000000000004,0.1023
TDOC,11480.0,11.32,0.44,-0.1624,-0.0274,-0.09820000000000001
OMCL,2790.0,3.31,1.06,0.0751,0.0403,0.0862
HGV,1340.0,2.35,2.29,0.1081,0.0482,0.297
OFC,2480.0,1.48,1.09,0.3046,0.025699999999999997,0.1206
EHC,6360.0,4.71,0.86,0.0736,0.07339999999999999,0.2309
NVAX,731350.0,,0.82,0.0,-0.2555,
CLH,2850.0,2.25,1.51,0.031,0.0392,0.0911
EQT,1800.0,0.18,1.33,-0.4989,0.0213,-0.1521
AVT,2480.0,0.63,1.42,-0.0063,0.0245,-0.0291
GOSS,630260.0,1.91,,0.0,-0.2841,-0.5129
FBC,1120.0,0.63,1.7,0.1924,0.009899999999999999,0.1335
PTGX,193690.0,2.41,0.79,0.0,-0.4004,-1.0173
VECO,473030.0,1.26,1.31,-0.1432,-0.0084,-0.1521
OUT,1950.0,1.78,1.58,0.078,0.0349,0.131
ACAD,6570.0,9.39,1.82,-0.6498999999999999,-0.2487,-0.45039999999999997
FDS,10080.0,14.55,0.76,0.2501,0.17010000000000003,0.5568
ENPH,4040.0,14.84,1.06,0.3115,0.132,1.3762999999999999
SJW,1650.0,1.85,0.27,0.0435,0.0175,0.022799999999999997
COHR,4019.9999999999995,3.13,1.74,0.0176,0.0178,0.0183
NFG,3230.0,1.48,0.66,0.057699999999999994,0.045700000000000005,0.043899999999999995
CDXS,658630.0,6.24,0.63,-0.214,-0.0755,-0.1923
TRMB,7950.0,2.55,1.64,0.15789999999999998,0.0433,0.1759
PVAC,46840.0,0.09,3.84,0.6241,0.1531,0.49829999999999997
BGS,1160.0,1.43,0.22,0.051699999999999996,0.0478,0.1048
CARG,2130.0,8.3,2.0,0.0691,0.0674,0.1728
EPAY,1540.0,3.88,1.22,-0.0060999999999999995,-0.0004,-0.006999999999999999
HSII,433690.0,1.4,1.07,0.061500000000000006,0.059699999999999996,0.1485
KBAL,436200.0,1.89,1.08,0.055999999999999994,0.1133,0.1931
LPG,835720.0,0.88,1.27,0.2443,0.0405,0.0696
AVXL,184790.0,7.12,1.45,0.0,-0.6306,-1.3321
CASY,5920.0,3.79,0.75,0.0268,0.0579,0.1523
AL,2520.0,0.45,2.02,0.2842,0.0354,0.1075
CMRE,542090.0,0.38,2.08,0.2742,0.0436,0.0966
GLOG,291580.0,0.42,1.51,-0.21059999999999998,0.035,-0.09179999999999999
TTI,40260.0,1.17,2.75,-0.1358,0.027200000000000002,-0.6346
CENT,1430.0,1.55,0.3,0.035699999999999996,0.043899999999999995,0.0872
CGNX,7250.0,5.35,1.81,0.2658,0.051500000000000004,0.152
HLNE,3090.0,22.61,0.97,0.1826,0.16760000000000003,0.5575
WIRE,859970.0,1.1,1.19,0.0501,0.0584,0.08380000000000001
EGLE,133090.0,0.28,1.19,-0.0873,0.0001,-0.0528
ARQL,865140.0,5.35,2.48,,,
JCAP,255060.0,0.61,1.08,-0.5643,-0.030600000000000002,-0.039599999999999996
KRC,7330.0,1.71,0.76,0.23129999999999998,0.0166,0.0463
UEIC,533810.0,1.95,1.18,0.014499999999999999,0.0246,0.0392
SLDB,110110.0,1.38,1.15,0.0,-0.7334,-1.4699
MWA,1260.0,2.12,1.34,0.10679999999999999,0.0718,0.187
MXL,844270.0,2.03,1.81,-0.1036,-0.0265,-0.0748
MTH,1370.0,0.7,1.63,0.0765,0.0625,0.1582
HSKA,433720.0,2.81,1.67,-0.0611,-0.0005,-0.0404
CENX,323850.0,0.48,1.95,-0.0277,-0.0195,-0.0698
NX,584110.0,1.77,1.57,-0.0482,0.0495,-0.1197
DLX,1080.0,1.89,1.53,-0.1509,0.08259999999999999,-0.43920000000000003
AUB,1720.0,0.69,1.41,0.2729,0.0095,0.0676
UTL,781190.0,2.08,0.21,0.079,0.0451,0.0864
KN,1220.0,0.95,1.39,0.0509,0.029900000000000003,0.0321
CPT,7890.0,2.18,0.79,0.2102,0.0256,0.061900000000000004
EPAM,10280.0,6.47,1.32,0.11789999999999999,0.0983,0.19149999999999998
HAYN,258800.0,0.85,1.44,0.0361,0.024700000000000003,0.0542
NJR,3250.0,1.78,0.42,0.08650000000000001,0.0239,0.1085
BELFB,114810.0,0.71,1.3,-0.028999999999999998,-0.0003,-0.0805
HWC,1680.0,0.49,1.58,0.1435,0.0046,0.0415
LAWS,241650.0,2.23,1.47,0.0421,0.07429999999999999,0.1398
DSKE,90440.0,1.23,2.01,-0.1861,0.0038,-1.1301
NWN,1890.0,2.18,0.42,0.0885,0.0197,0.0827
MSA,3930.0,5.37,1.09,0.1107,0.0971,0.22870000000000001
HT,138450.0,0.17,2.27,-0.0392,0.0088,-0.0274
HBMD,203240.0,0.65,0.63,0.1932,0.0067,0.0518
FFG,1150.0,0.78,0.33,0.12689999999999999,0.0063,0.069
CAL,711390.0,1.09,2.14,0.0215,0.0421,0.0967
QUAD,135540.0,0.6,1.95,-0.038599999999999995,0.0296,-0.1675
WLFC,168750.0,0.48,0.79,0.1301,0.044500000000000005,0.1325
LNG,8450.0,,1.7,0.0913,0.0562,0.6168
WSM,5430.0,4.8,1.57,0.0604,0.08539999999999999,0.2978
DO,252440.0,0.08,,,,
HOOK,211570.0,1.79,,0.0,-0.2778,-0.49329999999999996
DXCM,24850.0,28.16,0.73,0.0924,0.059500000000000004,0.1845
LGIH,1130.0,1.34,1.2,0.1013,0.10439999999999999,0.2644
GCAP,210920.0,0.9,0.07,0.1222,0.0352,0.1586
VEEV,21860.0,14.03,0.91,0.2727,0.0916,0.20739999999999997
OPY,251160.0,0.42,1.01,0.0507,0.0212,0.08689999999999999
VRTU,848040.0,2.1,1.38,0.0365,0.0406,0.0942
NSA,2009.9999999999998,2.87,0.32,0.008100000000000001,0.0254,0.0495
AMNB,261880.0,0.82,1.17,0.2422,0.0108,0.0848
IART,3790.0,2.67,1.1,0.0176,0.0464,0.0194
BTAI,451080.0,16.77,2.08,0.0,-0.4081,-0.7751
RFL,319950.0,2.56,2.5,-1.1564,-0.0336,-0.0492
YCBD,47740.0,0.86,,0.3043,-0.1393,0.38789999999999997
GWRS,229660.0,9.31,0.43,0.0536,0.0175,0.0621
FCNCA,3380.0,0.95,1.37,0.24280000000000002,0.0104,0.10779999999999999
CTRN,271330.0,1.5,1.44,0.021099999999999997,0.0329,0.09210000000000002
CLVS,467440.0,,2.57,-2.7113,-0.3283,
AJRD,3250.0,5.63,0.44,0.068,0.0484,0.2469
BCO,2630.0,13.7,1.35,0.004699999999999999,0.0313,0.1592
PRSC,711270.0,2.24,0.73,0.0109,0.0298,0.0252
AMCX,1280.0,1.93,0.87,0.1016,0.08560000000000001,0.38189999999999996
KMPR,4860.0,1.22,0.67,0.0892,0.0308,0.1242
FMNB,329330.0,1.09,0.95,0.32289999999999996,0.0143,0.1249
HRTX,1060.0,2.64,1.5,-1.3831,-0.2716,-0.5545
AVAV,1600.0,3.26,0.67,0.0915,0.0418,0.06280000000000001
CNST,1310.0,3.89,,0.0,-0.23079999999999998,-0.456
JBLU,2410.0,0.5,1.36,0.0332,0.0317,0.057699999999999994
YEXT,1730.0,8.15,1.49,-0.4067,-0.1796,-0.8506999999999999
AGYS,601120.0,6.11,0.91,-0.0676,-0.0381,-0.1061
CSWI,980920.0,3.35,0.9,0.1189,0.1051,0.1659
CUBI,343970.0,0.41,1.51,0.2141,0.0067,0.0764
ACRX,94890.0,,1.83,0.0,-0.3665,
BHVN,1980.0,,1.3,0.0,-0.9251,-5.8404
LAUR,2210.0,0.79,0.77,0.26649999999999996,0.026600000000000002,0.1036
HCC,543380.0,0.71,1.34,0.1905,0.11320000000000001,0.26530000000000004
LKFN,927370.0,1.55,1.0,0.4321,0.0167,0.1438
NTCT,1750.0,0.89,1.1,-0.0031,0.0042,-0.0014000000000000002
PSN,3220.0,1.97,,0.0308,0.0128,0.3467
CLAR,291650.0,1.61,1.19,0.06860000000000001,0.0231,0.0867
CNR,574890.0,0.61,2.13,-0.1007,,
TRGP,1610.0,0.33,3.09,-0.2266,0.0302,-0.2462
FLDM,179570.0,1.17,1.69,-0.48200000000000004,-0.11019999999999999,-0.3417
VRCA,282150.0,4.34,,0.0,-0.2212,-0.4384
AROW,417510.0,1.38,0.62,0.3208,0.011699999999999999,0.1258
CRI,2870.0,3.26,1.24,0.043899999999999995,0.0662,0.1925
ZGNX,1370.0,5.58,1.82,0.0,-0.1912,-0.8656999999999999
HWKN,379100.0,1.61,,0.0525,0.0672,0.1257
HNI,1070.0,1.84,1.1,0.0383,0.07339999999999999,0.156
IBOC,1720.0,0.81,1.29,0.3403,0.015300000000000001,0.0911
BDGE,419870.0,0.84,1.06,0.2937,0.009899999999999999,0.10039999999999999
FNCB,139400.0,1.04,0.32,0.249,0.0085,0.0803
UEC,152430.0,2.17,2.14,0.0,-0.1002,-0.2397
KOP,259540.00000000003,1.76,1.89,0.0298,0.0496,0.5984
GLDD,537800.0,1.92,0.73,0.0898,0.07780000000000001,0.2532
IRBT,1140.0,1.75,1.67,0.0382,0.0345,0.0757
IDEX,219040.0,6.53,-2.1,0.0,-0.0858,-2.0237
SLCA,132760.0,0.19,2.57,-0.2799,0.0031,-0.45770000000000005
CBNK,173650.0,1.3,,0.1787,0.0126,0.1297
TRWH,398040.0,1.88,,0.055999999999999994,0.0547,0.0999
GWRE,9320.0,5.88,1.23,-0.0292,-0.011000000000000001,-0.0132
DOCU,14230.0,24.99,0.69,-0.2139,-0.069,-0.359
CONN,250880.0,0.4,2.29,0.0363,0.0239,0.0898
INSW,688590.0,0.67,0.06,0.0546,0.029900000000000003,0.0208
GPOR,71080.0,0.05,6.85,-2.8061000000000003,-0.0305,-1.2437
MGTX,494830.0,2.59,,0.0,-0.1183,-0.3185
PSMT,1700.0,2.09,1.01,0.0242,0.056299999999999996,0.10099999999999999
BBSI,297500.0,1.73,1.57,0.05,0.036699999999999997,0.3357
TREE,2400.0,5.95,2.14,0.028999999999999998,0.0501,0.1492
EGRX,628570.0,3.51,1.0,0.0128,0.0275,0.0138
BHB,269350.0,0.68,0.97,0.191,0.0063,0.0588
BC,2800.0,2.15,2.08,-0.0064,0.0733,0.0176
CSL,6880.0,2.6,0.84,0.09539999999999998,0.0702,0.18170000000000003
EE,2760.0,2.27,0.4,0.0966,0.027000000000000003,0.0703
GRA,2360.0,5.95,1.52,0.07519999999999999,0.055,0.3909
VLY,2950.0,0.71,1.31,0.2758,0.0079,0.0721
AFMD,208920.0,8.39,2.63,-1.5116999999999998,-0.17859999999999998,-0.8215
HRTG,298720.0,0.67,0.66,0.0557,0.0179,0.0662
BFIN,133970.0,0.76,0.52,0.2006,0.006999999999999999,0.0604
SDRL,254600.0,0.14,,-1.0952,-0.0196,-0.4965
NESR,442910.0,0.5,0.78,0.053200000000000004,0.030299999999999997,0.042800000000000005
WEN,3310.0,6.41,1.23,0.0874,0.0323,0.2189
BLUE,2560.0,1.99,2.36,0.0,-0.2889,-0.5724
HRC,6690.0,4.13,0.75,0.050499999999999996,0.0521,0.0935
SKX,3650.0,1.58,1.19,0.055099999999999996,0.052300000000000006,0.1399
SPXC,1450.0,2.89,1.7,0.060899999999999996,0.038,0.1973
DRNA,1360.0,8.91,1.83,-2.1304,-0.1346,-0.6533
NRC,1140.0,34.75,1.1,0.2759,0.247,1.1981
ORA,3450.0,2.48,0.63,0.1193,0.0377,0.0632
WSBC,1590.0,0.61,1.06,0.2838,0.009899999999999999,0.0616
WETF,364470.0,1.08,2.03,-0.1045,0.0391,-0.058499999999999996
PLPC,249980.0,0.93,1.09,0.0559,0.0558,0.1003
LEAF,35650.0,0.75,1.84,-0.177,-0.1956,-0.5627
GNE,189100.0,2.52,0.98,0.0118,0.0393,0.0179
EVTC,1630.0,6.11,0.99,0.20190000000000002,0.0898,0.4142
TRXC,16560.0,0.3,2.77,0.0,-0.3577,-1.3862
ANH,111800.0,0.24,1.82,0.0,-0.049800000000000004,-0.4537
DJCO,315220.0,2.08,0.79,-0.9858,-0.0021,-0.42
MODN,760670.0,12.82,1.0,-0.10880000000000001,-0.0524,-0.2872
CPLG,224250.0,0.22,,-0.2747,-0.0256,-0.18239999999999998
ATEN,488790.0,4.49,0.8,-0.027000000000000003,-0.0095,-0.0556
ENVA,449300.0,1.19,2.06,0.0074,0.0617,0.23190000000000002
XNCR,1700.0,2.87,1.01,-0.7939,-0.0669,-0.10189999999999999
UHT,1390.0,7.63,0.85,0.24420000000000003,0.0355,0.10550000000000001
FFIC,376930.0,0.65,0.83,0.2082,0.004699999999999999,0.0592
USFD,3900.0,1.05,1.47,0.0069,0.0403,0.0528
EPRT,1200.0,1.01,,0.3317,0.025,0.044500000000000005
FCPT,1310.0,1.82,1.07,0.4561,0.0434,0.1073
ESPR,868590.0,43.48,2.16,0.0,-0.7644,-4.2126
ARCH,437630.0,0.68,0.93,0.0639,0.0407,0.20989999999999998
SUM,1710.0,1.2,1.73,0.0381,0.0369,0.0642
WTI,787680.0,,3.28,0.1392,0.039599999999999996,
MRCY,3900.0,2.96,1.02,0.0943,0.038599999999999995,0.066
LMNR,348580.0,1.69,1.05,-0.0449,-0.0182,-0.034300000000000004
ANAB,385400.0,0.95,0.85,0.0,-0.1265,-0.1923
CIVB,240320.0,0.73,0.95,0.3041,0.0132,0.1001
AYR,2400.0,1.17,,,,
FWONA,6260.0,1.14,1.27,-0.15380000000000002,-0.0019,-0.0576
CPRX,398120.0,4.54,2.0,0.36090000000000005,0.3039,0.5694
DFIN,178130.0,0.66,2.13,0.049800000000000004,0.0499,0.1743
CFMS,45050.0,2.76,2.06,-0.4129,-0.25980000000000003,-1.5162
CNX,995030.0,0.24,1.61,-0.2352,0.0189,-0.0434
BLX,408300.0,0.4,1.52,0.6679999999999999,0.0125,0.0825
IRWD,1610.0,,1.43,0.19140000000000001,0.244,
AXGN,413280.0,3.13,0.43,-0.2584,-0.11599999999999999,-0.21
BANR,1160.0,0.73,1.12,0.24789999999999998,0.0106,0.0834
TOWN,1310.0,0.8,1.21,0.2419,0.0115,0.0862
NATI,4320.0,3.67,1.05,0.2009,0.06269999999999999,0.2189
SXC,318630.0,0.65,0.85,-0.09880000000000001,0.032,-0.258
EXTR,371230.0,7.29,1.68,-0.1246,-0.0273,-1.7235
MTRN,711050.0,1.16,1.49,0.0264,0.050499999999999996,0.0527
FRPH,422320.0,1.12,0.66,0.7395999999999999,0.0034000000000000002,0.022400000000000003
OII,291850.0,0.27,3.27,-0.3306,-0.0253,-0.6816
ARCB,442600.0,0.58,1.57,0.0124,0.027999999999999997,0.05
FBIZ,133110.0,0.68,1.11,0.23809999999999998,0.009899999999999999,0.10880000000000001
LHCG,4360.0,3.09,,0.0473,0.0464,0.0799
SHAK,1420.0,4.41,1.83,0.027000000000000003,0.0167,0.0639
NPTN,352800.0,2.2,1.59,0.0089,0.0073,0.0208
BWXT,4640.0,11.48,0.93,0.13390000000000002,0.1213,0.8066
ENSG,2020.0,3.09,0.76,0.0576,0.042300000000000004,0.16920000000000002
NODK,299940.0,0.97,0.19,0.0353,0.014499999999999999,0.030699999999999998
ESGR,3520.0,0.81,0.54,0.044000000000000004,-0.0001,0.0046
XHR,1170.0,0.67,1.17,0.0024,0.0158,0.0016
MYRG,436980.0,1.2,0.79,0.019,0.042199999999999994,0.1119
AKR,1070.0,0.69,1.14,0.1069,0.0069,-0.0203
AZPN,6430.0,16.39,1.3,0.3954,0.1489,0.5724
TFSL,4280.0,2.47,0.29,0.2833,0.005699999999999999,0.048799999999999996
ASMB,483820.0,1.77,1.25,0.0,-0.22699999999999998,-0.43979999999999997
TVTY,304720.0,1.34,2.18,-0.3898,0.0509,-1.8640999999999999
SGH,643970.0,2.37,1.1,-0.0018,0.0256,-0.0069
MGTA,248620.0,1.75,,0.0,-0.376,-0.6318
PACW,2110.0,0.43,1.7,-1.057,-0.041100000000000005,-0.2633
WHG,160760.0,1.08,1.57,0.0861,0.0060999999999999995,0.045
PGTI,491480.0,1.14,1.34,0.0645,0.061900000000000004,0.12140000000000001
SMBC,223550.0,0.89,0.81,0.3204,0.0124,0.11720000000000001
DLA,72750.0,0.46,1.35,0.0255,0.0278,0.0687
ZAGG,239690.0,1.49,1.65,0.026699999999999998,0.0179,0.0795
DOC,2820.0,1.17,0.79,0.1866,0.0167,0.031200000000000002
GCP,1300.0,2.41,0.7,0.0259,0.0455,0.0545
KBR,2940.0,1.6,1.21,0.009899999999999999,0.0391,0.0481
PII,2950.0,2.66,2.05,0.039900000000000005,0.0555,0.2871
RRGB,426720.0,1.16,2.59,-0.006,0.0032,-0.0213
LOGC,114690.0,2.71,,0.0,-0.4214,-0.7864
LULU,31190.0,18.92,0.96,0.16219999999999998,0.2075,0.38
SC,4470.0,0.61,1.24,0.1776,0.0161,0.1207
BURL,14410.0,36.79,0.7,0.0639,0.0892,1.0933
SND,41190.0,0.17,1.61,0.1202,0.08710000000000001,0.12
DK,1160.0,0.7,2.11,-0.0172,-0.0086,-0.077
BBCP,297120.0,0.92,1.11,-0.0302,0.0232,-0.0291
VCYT,1220.0,5.08,0.88,-0.1837,-0.076,-0.1426
OTTR,1800.0,2.3,0.36,0.0934,0.037000000000000005,0.1101
DHT,1130.0,1.21,-0.06,0.2084,0.0692,0.1402
NVT,2860.0,1.11,1.51,0.08460000000000001,0.0421,0.071
CRNX,361430.0,3.08,,0.0,-0.2648,-0.4506
NBR,142370.0,0.07,2.69,-0.3298,-0.0086,-0.37079999999999996
HTLD,1510.0,2.21,0.54,0.1105,0.0458,0.10460000000000001
SAVE,883480.0,0.39,1.33,0.06709999999999999,0.034,0.11939999999999999
