Ticker,mkt_cap,pb_ratio,beta,profit_margin,ROA,ROE
FHB,2150.0,0.81,1.37,0.3556,0.0123,0.096
SHBI,135890.0,0.7,0.83,0.2616,0.0102,0.0814
JAG,1550.0,1.72,1.16,0.2901,0.0851,0.1934
WTRE,289870.0,0.33,,-0.6622,-0.039,-0.2884
ERII,413240.0,3.04,3.07,0.1001,0.028300000000000002,0.0688
STXB,187530.0,0.54,1.03,0.21989999999999998,0.0106,0.07780000000000001
GAIA,166580.0,2.42,0.83,-0.26780000000000004,-0.0848,-0.2133
IPHI,3650.0,10.54,1.31,-0.1666,-0.031,-0.19699999999999998
CPSI,322890.0,1.75,0.56,0.0767,0.047400000000000005,0.11939999999999999
CTSO,279290.0,81.71,0.52,-0.6265,-0.2853,-0.9818000000000001
VICI,7800.0,0.98,1.2,0.39659999999999995,0.0346,0.051399999999999994
APTS,338390.0,0.18,0.87,-0.37310000000000004,-0.0097,-0.10619999999999999
SNDX,331740.0,10.5,1.93,0.0,-0.35340000000000005,-0.9331
ZYNE,90280.0,1.19,3.04,0.0,-0.2932,-0.5385
EML,121690.0,1.15,0.97,0.057,0.0591,0.1434
ATKR,994000.0,3.65,1.95,0.0825,0.1082,0.6897
EXP,2430.0,2.71,1.27,-0.0911,0.07400000000000001,-0.1116
ROIC,968240.0,0.82,1.35,0.162,0.0217,0.0409
OZK,2160.0,0.52,2.02,0.39020000000000005,0.0137,0.08199999999999999
AX,1080.0,0.94,1.43,0.3439,0.0155,0.16079999999999997
HUBG,1560.0,1.45,1.13,0.027000000000000003,0.0424,0.09210000000000002
CNXN,1080.0,1.8,1.0,0.0291,0.0827,0.1478
UMBF,2230.0,0.86,1.02,0.18420000000000003,0.0073,0.0728
ENTG,6030.0,5.17,1.28,0.1757,0.0765,0.2608
CYRX,647470.0,5.13,0.74,-0.5366,-0.11789999999999999,-0.23929999999999998
GOOD,498480.0,2.39,0.99,0.060599999999999994,0.0225,0.019799999999999998
UNT,38570.0,0.03,2.3,-0.821,-0.0051,-0.4181
EEFT,4470.0,2.83,1.22,0.114,0.0704,0.24359999999999998
TUSK,34230.0,0.05,1.84,-0.4157,-0.083,-0.2808
BZH,199770.0,0.37,2.24,0.0126,0.0192,0.051100000000000007
EQC,3850.0,1.23,0.33,6.7378,0.0012,0.20120000000000002
CVLY,157180.0,0.82,0.63,0.1725,0.0062,0.0621
HQY,4690.0,4.61,1.45,0.0746,0.0444,0.0526
DDS,683880.0,0.42,0.94,-0.0229,-0.0282,-0.0827
PRMW,1440.0,1.24,1.17,0.010700000000000001,0.0223,-0.0037
GSBC,574200.0,0.94,1.08,0.34869999999999995,0.0144,0.12240000000000001
EV,4210.0,3.38,1.48,0.2412,0.0922,0.30469999999999997
ACTG,110590.0,0.64,0.53,-2.0577,-0.057999999999999996,-0.1268
ROG,1760.0,1.89,1.8,0.0375,0.021,0.0356
TWLO,12530.0,2.93,1.36,-0.28850000000000003,-0.05,-0.09630000000000001
GT,1360.0,0.31,2.02,-0.061200000000000004,0.0163,-0.19940000000000002
KNSL,2330.0,5.73,0.46,0.1533,0.0361,0.14400000000000002
BHF,2430.0,0.15,1.74,0.33390000000000003,0.018000000000000002,0.27940000000000004
ELOX,78650.0,2.17,2.66,0.0,-0.5815,-1.7434
KRG,796570.0,0.62,1.26,-0.021,0.0126,-0.0043
NBIX,8029.999999999999,12.61,1.26,0.1991,0.14730000000000001,0.3182
MGY,1010.0,0.57,2.67,-1.3237999999999999,-0.4743,-1.034
ABM,2540.0,1.65,1.3,0.0219,0.0394,0.0942
CARO,1070.0,1.72,,,,
OSK,4380.0,1.63,1.57,0.0602,0.0775,0.18739999999999998
NCMI,254190.0,,1.12,0.0774,0.0839,
NMIH,799620.0,0.86,1.89,0.4869,0.1276,0.2286
WLDN,246730.0,1.47,1.36,-0.0063,0.0042,-0.0189
NYMT,1820.0,1.19,1.95,0.7706000000000001,0.009000000000000001,0.10210000000000001
MSM,3420.0,2.27,0.92,0.0805,0.10679999999999999,0.2002
UTMD,342530.0,3.39,0.31,0.3129,0.1045,0.15789999999999998
SMTA,359950.0,,,,,
NTGN,76460.0,2.6,,,,
PRAA,1260.0,1.08,1.29,0.08689999999999999,0.0383,0.0916
AAXN,4230.0,7.79,0.73,-0.0026,-0.0060999999999999995,-0.0028000000000000004
LEA,4840.0,1.11,1.63,0.0315,0.056799999999999996,0.15109999999999998
RESI,646640.0,1.91,0.67,-0.5131,-0.0037,-0.2854
FDP,1320.0,0.77,0.75,0.0098,0.0144,0.0253
USWS,20360.0,0.15,,-0.501,-0.0741,-2.4741999999999997
VMW,61850.0,10.64,0.91,0.5931000000000001,0.0433,1.284
VSEC,180770.0,0.5,1.7,0.0444,0.050300000000000004,0.0959
SENS,186360.0,7.35,0.41,0.0,-0.5579,-3.6908999999999996
VRAY,368490.0,1.71,0.85,-1.399,-0.2416,-0.6818000000000001
CATM,930020.0,2.44,1.66,0.037200000000000004,0.0354,0.1454
ACOR,44490.0,0.14,1.62,-1.3144999999999998,-0.071,-0.531
RGR,890070.0,3.12,0.28,0.0823,0.0776,0.121
ALE,3140.0,1.41,0.35,0.1518,0.022099999999999998,0.0785
BSET,99720.0,0.56,1.52,-0.003,0.0127,-0.0073
TSBK,153010.0,0.87,1.41,0.37729999999999997,0.0187,0.141
YRCW,63140.0,,3.1,-0.0105,0.0066,
CTMX,352200.0,6.89,0.77,-0.9782,-0.1378,-0.7893000000000001
PEB,1420.0,0.39,1.64,0.1002,0.0151,0.0415
DZSI,90140.0,0.85,1.31,-0.0735,-0.0222,-0.23739999999999997
MPB,171740.0,0.72,0.53,0.21230000000000002,0.0078000000000000005,0.0747
IRET,668970.0,1.29,1.05,0.4172,0.0058,0.1285
OMER,728770.0,,1.93,-0.7852,-0.38630000000000003,
SBSI,1000.0,1.25,0.57,0.3134,0.0088,0.0768
SON,4650.0,2.58,0.82,0.056100000000000004,0.0664,0.16820000000000002
WDAY,42830.0,18.47,1.51,-0.1325,-0.0509,-0.2163
FRPT,2570.0,19.59,0.81,-0.0059,0.0008,-0.0062
GHC,1790.0,0.54,0.87,0.0716,0.0353,0.0682
PBPB,73180.0,1.06,1.3,-0.0473,-0.0141,-0.28059999999999996
GNC,39610.0,,2.11,-0.11130000000000001,0.0336,
KTB,1090.0,15.76,,0.0327,0.053399999999999996,0.10060000000000001
AGE,35020.0,15.79,,0.0,-0.9068,-2.5683999999999996
IBKR,17930.0,12.35,0.58,0.079,0.0151,0.1355
LSCC,2400.0,7.32,1.25,0.1097,0.057800000000000004,0.1418
NTLA,618870.0,2.29,1.62,-2.3998,-0.2192,-0.42729999999999996
WBS,2060.0,0.67,1.72,0.2844,0.010700000000000001,0.1061
QNST,418100.0,1.79,1.12,0.0404,0.0199,0.0864
MIC,2190.0,0.78,1.53,0.0584,0.0184,0.016399999999999998
CRMD,93800.0,3.97,2.99,0.0,-0.49570000000000003,-0.8823000000000001
LMAT,502850.0,3.39,1.37,0.1475,0.0765,0.12480000000000001
SMP,927560.0,1.84,0.73,0.049,0.0632,0.1352
MNTA,3200.0,7.04,1.5,0.0,-0.3375,-0.6694
EVLO,120980.0,2.02,1.1,0.0,-0.4932,-1.115
AZZ,967990.0,1.48,1.41,0.0454,0.062,0.0779
FORM,1530.0,2.39,1.38,0.0805,0.0478,0.079
GTN,1080.0,0.73,2.04,0.11689999999999999,0.0524,0.121
TORC,37540.0,0.46,2.43,0.0,-0.45039999999999997,-0.7284999999999999
NP,724200.0,1.78,1.43,0.0644,0.06480000000000001,0.1493
ISTR,139720.0,0.58,0.65,0.20010000000000003,0.006500000000000001,0.062
THS,2490.0,1.36,0.66,-0.0848,0.028399999999999998,-0.0658
AXLA,79310.0,1.32,,0.0,-0.5124,-1.4707
CUTR,190390.0,4.14,1.48,-0.09300000000000001,-0.1015,-0.45539999999999997
LANC,3980.0,5.15,0.2,0.10439999999999999,0.1166,0.18760000000000002
TH,517690.00000000006,3.59,,0.0194,0.10060000000000001,0.0264
BSRR,268920.0,1.36,1.19,0.2985,0.0134,0.11560000000000001
SGC,129710.00000000001,0.82,0.52,0.034,0.0394,0.0842
PDCO,2110.0,1.45,1.49,0.0085,0.022799999999999997,0.032
PNM,3030.0,1.8,0.58,0.0301,0.0128,0.0339
TCI,178800.0,0.54,0.61,-0.3639,-0.0092,-0.0434
SBNY,4310.0,0.9,1.79,0.4029,0.010700000000000001,0.11699999999999999
SGEN,19910.0,10.62,1.4,-0.3281,-0.09480000000000001,-0.20379999999999998
GDEN,185420.0,0.64,2.27,-0.0682,0.0116,-0.2234
ETH,256040.00000000003,0.71,1.08,0.0259,0.0373,0.0496
CWST,1890.0,15.37,1.01,0.045,0.043,0.34149999999999997
OPI,1310.0,0.77,1.23,0.011000000000000001,0.0176,0.0040999999999999995
COKE,1950.0,5.63,0.76,0.0067,0.0373,0.0867
EIGI,270140.0,1.37,1.93,-0.01,0.0341,-0.0599
OSTK,201230.0,1.75,3.62,-0.06849999999999999,-0.1576,-0.6001
PRI,3580.0,2.17,1.35,0.1686,0.026099999999999998,0.23579999999999998
RAVN,796830.0,2.53,1.38,0.0702,0.042,0.08109999999999999
WNC,381570.0,0.73,1.96,-0.0147,0.054400000000000004,-0.0726
BRY,192200.0,0.2,1509.89,-0.0645,0.1164,-0.0421
KRNY,726620.0,0.66,0.72,0.25079999999999997,0.006,0.036000000000000004
HIFS,309810.0,1.25,0.94,0.4819,0.012199999999999999,0.1331
BKU,1730.0,0.58,1.29,0.2872,0.006500000000000001,0.0795
ROKU,10560.0,15.11,1.93,-0.0843,-0.0608,-0.2022
UNIT,1160.0,,0.94,-0.0665,0.045599999999999995,
RCII,1580.0,3.66,1.47,0.0806,0.0764,0.5596
BPRN,157370.0,0.8,0.56,0.2884,0.0095,0.0672
GHL,184710.0,4.13,1.11,0.0647,0.043,0.8906999999999999
PFBI,181760.0,0.76,0.79,0.3155,0.0134,0.0987
UNF,3520.0,2.1,0.88,0.09449999999999999,0.0673,0.1073
OMF,2570.0,0.59,2.51,0.289,0.0319,0.20989999999999998
MGEE,2270.0,2.65,0.44,0.1655,0.036000000000000004,0.1047
FFBC,1460.0,0.65,1.28,0.3161,0.0124,0.0839
BDN,1800.0,1.07,1.08,0.0661,0.016,0.0225
SPOT,22580.0,10.05,1.53,-0.0060999999999999995,-0.0029,-0.0192
TPB,413520.0,3.88,0.73,0.0291,0.0779,0.1081
VBTX,692320.0,0.58,1.92,0.34130000000000005,0.0106,0.0747
WPC,10010.0,1.44,0.83,0.2506,0.0255,0.0441
BLDR,1430.0,1.73,2.45,0.0262,0.0705,0.2658
AMEH,661070.0,3.47,0.34,0.0252,0.0346,0.046
CASA,290550.0,7.53,1.08,-0.0959,0.0058,-0.6076
UNB,100650.0,1.4,0.85,0.25489999999999996,0.0121,0.14550000000000002
RYN,3040.0,2.11,0.91,0.09570000000000001,0.024399999999999998,0.053099999999999994
OIS,123720.0,0.1,3.41,-0.6308,-0.0192,-0.5579999999999999
RGA,5190.0,0.45,1.19,0.0434,0.009000000000000001,0.0645
CNK,3970.0,2.67,1.78,0.0583,0.049400000000000006,0.13570000000000002
ESE,1970.0,2.15,0.97,0.18,0.050300000000000004,0.08650000000000001
ACA,1920.0,1.07,,0.0646,0.0425,0.0666
BANC,400560.0,0.56,1.89,0.0538,0.0012,0.011399999999999999
OSPN,731700.0,2.77,0.99,0.0553,0.0371,0.057300000000000004
UPWK,734860.0,2.86,,-0.0683,-0.030699999999999998,-0.08560000000000001
GPRE,172150.0,0.23,1.92,-0.0538,-0.0443,-0.1321
LTRPA,143010.0,0.42,2.18,-0.0308,0.008100000000000001,-0.047400000000000005
HPR,40860.0,0.04,4.33,-2.5676,-0.424,-1.7793999999999999
FL,3970.0,1.64,1.29,0.0613,0.08560000000000001,0.1972
GABC,728520.0,1.27,0.86,0.3049,0.0138,0.1066
MFIN,46140.0,0.18,2.54,-0.10859999999999999,0.009000000000000001,-0.0405
RGNX,1200.0,2.67,1.12,-1.9723,-0.1918,-0.2261
ACRE,233460.0,0.55,1.25,0.2005,0.006,0.025099999999999997
KNX,5570.0,0.98,1.29,0.0602,0.032799999999999996,0.0512
LCUT,147730.0,0.6,0.99,-0.0604,0.0253,-0.1722
AAWW,670660.0,0.37,1.62,-0.0888,0.021099999999999997,-0.1241
USPH,1460.0,6.2,1.28,0.0839,0.084,0.1568
ATRC,1350.0,5.44,0.78,-0.1998,-0.057800000000000004,-0.19699999999999998
SKY,888520.0,1.89,,0.0425,0.0729,0.13119999999999998
MYOK,2190.0,5.38,2.11,0.0,-0.3686,-0.6422
CATY,1820.0,0.79,1.51,0.44270000000000004,0.0146,0.1159
WRI,1850.0,1.09,1.45,0.6705,0.0235,0.1795
FCBP,175060.0,0.67,0.67,0.317,0.0148,0.0993
WW,1140.0,,2.67,0.08560000000000001,0.1165,
TSLA,96940.0,14.65,1.16,-0.0055000000000000005,0.0159,-0.004699999999999999
CHEF,312070.0,0.93,1.97,0.005600000000000001,0.0296,0.0286
CTT,354080.0,1.83,1.27,-1.3749,-0.050300000000000004,-0.308
YORW,566030.0,4.22,0.15,0.2963,0.039599999999999996,0.1184
EPM,86020.0,1.12,1.5,0.3153,0.0687,0.1472
VRTS,585700.0,1.04,1.55,0.1206,0.0259,0.1152
EBF,523830.00000000006,1.73,0.42,0.0873,0.08689999999999999,0.1313
CPF,447030.0,0.85,1.3,0.2401,0.0085,0.0977
AMN,2710.0,3.68,0.44,0.0405,0.0536,0.13269999999999998
THR,881110.0,2.49,1.26,0.053,0.042300000000000004,0.0613
MMS,3570.0,2.75,0.91,0.06709999999999999,0.0962,0.1816
DHX,116810.0,0.72,1.44,0.0296,0.0362,0.0296
WSBF,382040.0,0.97,0.24,0.1873,0.0178,0.09369999999999999
WTS,2860.0,2.92,0.93,0.08310000000000001,0.0732,0.14150000000000001
MGPI,454320.0,1.97,1.72,0.10439999999999999,0.0975,0.1766
GFF,600000.0,1.21,2.23,0.0182,0.0415,0.08810000000000001
SUPN,945140.0,1.59,1.61,0.2889,0.0859,0.2126
CDR,83350.0,0.24,1.58,-0.0271,0.0191,-0.0068000000000000005
HTH,1360.0,0.65,1.26,0.1419,0.017,0.1192
TRUE,259380.0,0.79,1.27,-0.14550000000000002,-0.053399999999999996,-0.15460000000000002
PLUS,1140.0,2.53,1.12,0.0458,0.0669,0.16079999999999997
OPBK,113830.0,0.8,0.52,0.2893,0.0134,0.11320000000000001
MAXR,641870.0,0.84,1.09,0.073,-0.0034999999999999996,0.11800000000000001
SYBX,55830.0,0.36,1.98,0.0,-0.22579999999999997,-0.4267
SSP,613680.0,0.68,1.8,-0.015,0.022000000000000002,-0.0259
THC,1510.0,,2.31,-0.0069,0.052300000000000006,0.11539999999999999
KW,1930.0,1.39,1.27,0.3614,0.0045000000000000005,0.2121
FIVN,4740.0,24.13,0.71,-0.028900000000000002,-0.0008,-0.0564
CCO,298500.0,,2.15,-0.18,0.0212,
POST,5800.0,1.73,0.59,-0.0235,0.038599999999999995,-0.04019999999999999
UBER,48300.0,3.4,,-0.7148,-0.1986,-1.1534
LLNW,681960.0,4.09,1.02,-0.0594,-0.0366,-0.0788
AKRX,70870.0,0.3,1.14,-0.5564,-0.009399999999999999,-2.318
TPTX,1600.0,3.97,,0.0,-0.235,-0.5103
CERC,154800.0,7.18,1.76,0.0,-0.20559999999999998,-1.3658000000000001
HZO,223720.0,0.59,1.74,0.030600000000000002,0.0538,0.1056
LCI,269250.0,0.83,1.93,-0.057699999999999994,0.030899999999999997,-0.0962
VRTV,124190.0,0.23,1.81,-0.0004,0.019799999999999998,-0.0060999999999999995
KVHI,169610.0,1.13,0.71,0.21059999999999998,-0.0727,-0.1324
OKTA,15520.0,39.42,0.98,-0.3565,-0.0775,-0.6353
NXST,2610.0,1.28,1.83,0.09480000000000001,0.0528,0.1679
H,4840.0,1.22,1.44,0.2534,0.0159,0.1636
PRTA,427050.0,1.56,1.79,0.0,-0.1275,-0.28350000000000003
SMBK,233290.0,0.74,0.82,0.2735,0.009399999999999999,0.0784
BOOT,372020.0,1.18,,0.0567,0.059000000000000004,0.1637
ALTR,1930.0,5.41,1.55,-0.031400000000000004,0.0025,-0.044199999999999996
IRDM,2950.0,2.02,1.45,-0.3071,0.004,-0.11710000000000001
DXPE,217260.0,0.63,2.76,0.0274,0.0496,0.1024
SLP,574470.0,14.66,-0.27,0.24280000000000002,0.1536,0.24539999999999998
TMP,1070.0,1.61,0.59,0.2547,0.0102,0.10339999999999999
SPR,2510.0,1.42,1.5,0.029300000000000003,0.0467,0.1469
PINC,2330.0,,0.21,0.08929999999999999,0.0888,
SIG,1270.0,1.21,2.28,0.0172,0.0384,0.057699999999999994
RUN,1210.0,1.26,1.37,0.013999999999999999,-0.0275,-0.2709
NVEE,532380.0,1.49,1.35,0.04019999999999999,0.0315,0.0649
TNC,1070.0,2.97,1.12,0.0404,0.0478,0.1346
BRO,10270.0,3.06,0.65,0.17739999999999997,0.059699999999999996,0.1329
TRST,521700.00000000006,0.97,1.24,0.3289,0.0109,0.10779999999999999
SXT,1840.0,2.09,1.06,0.0528,0.053899999999999997,0.0814
GENC,153160.0,0.97,0.74,0.055,0.0231,0.0277
COOP,674360.0,0.3,1.15,0.1435,0.0092,0.1489
MOG-A,1650.0,1.23,1.54,0.0647,0.0576,0.15289999999999998
NHC,1100.0,1.41,0.31,0.02,0.0256,0.026699999999999998
BHE,727940.0,0.72,1.07,0.0062,0.0179,0.0131
TEX,985100.0,1.06,1.62,0.023700000000000002,0.042199999999999994,0.163
XFOR,161420.0,1.25,,0.0,-0.2713,-0.7161
UTX,81700.0,1.96,,,,
ASRT,52860.0,0.91,2.16,-0.8328,-0.026000000000000002,-1.1051
UFPT,285020.0,1.76,0.78,0.0999,0.07919999999999999,0.1281
CMLS,96700.0,0.21,,0.049800000000000004,0.0472,0.1275
GLRE,222730.0,0.47,1.13,-0.1099,-0.0189,-0.10890000000000001
RP,5100.0,4.34,1.05,0.051,0.023799999999999998,0.0462
PTCT,2800.0,4.71,1.48,-0.9083,-0.1047,-0.5609000000000001
RIGL,262970.0,4.89,1.25,-0.27390000000000003,-0.1174,-0.32280000000000003
GNTX,5430.0,2.8,1.12,0.2223,0.13849999999999998,0.22210000000000002
AVA,2860.0,1.47,0.48,0.0968,0.022400000000000003,0.0676
BXS,1940.0,0.77,1.45,0.22719999999999999,0.0105,0.0843
PBF,849510.0,0.28,2.75,-0.0397,0.0273,-0.3134
AWR,3010.0,3.42,-0.07,0.1778,0.0527,0.14679999999999999
STRA,3100.0,2.12,0.65,0.1032,0.051699999999999996,0.0728
PE,2360.0,0.41,2.15,-1.5111,0.0379,-0.647
RXN,2760.0,1.99,1.58,0.08710000000000001,0.057300000000000004,0.1432
THOR,524970.0,3.18,,0.0,-0.31679999999999997,-0.8554
WH,2930.0,2.42,1.66,0.1128,0.0576,0.1276
FIZZ,2000.0,5.01,1.06,0.1226,0.1677,0.3295
UMPQ,2400.0,0.56,1.29,-1.4838999999999998,-0.057300000000000004,-0.47490000000000004
MLR,322550.0,1.25,0.91,0.045,0.0735,0.1447
FOLD,2380.0,4.99,1.3,-1.5573,-0.24780000000000002,-0.7609999999999999
SRRK,360980.0,3.2,,-2.5569,-0.2183,-0.5843
ACM,4740.0,1.29,1.74,-0.0219,0.0325,-0.0473
AVD,435640.0,1.27,1.0,0.022000000000000002,0.019799999999999998,0.0308
PWOD,171100.0,1.1,0.64,0.256,0.0087,0.09759999999999999
MEIP,170660.0,2.21,1.85,0.0,-0.335,-0.43579999999999997
RNG,18640.0,24.95,0.59,-0.1114,-0.0225,-0.26280000000000003
GDOT,1340.0,1.45,,0.0732,0.0271,0.08410000000000001
GH,6570.0,8.24,,-0.3153,-0.07629999999999999,-0.1165
UNVR,1810.0,1.04,2.05,0.0021,0.0336,0.011699999999999999
FTDR,2970.0,,,0.11019999999999999,0.1377,
TDW,285040.0,0.28,1.47,-0.28800000000000003,-0.0169,-0.13019999999999998
MPWR,7490.0,9.68,1.25,0.1815,0.0746,0.1586
SP,477190.0,1.28,1.28,-0.0086,0.0391,-0.013999999999999999
SRG,509040.0,0.7,2.08,-0.5297,-0.0189,-0.10369999999999999
POWI,2620.0,3.62,1.07,0.4582,0.0499,0.317
ARWR,2930.0,5.85,1.81,0.06860000000000001,0.0016,0.0275
BOMN,425780.0,1.23,0.06,-0.5068,-0.013000000000000001,-0.0693
ODP,863200.0,0.4,2.31,0.0128,0.0352,0.0641
CFFN,1640.0,1.26,0.48,0.365,0.0076,0.0545
HPP,3890.0,1.14,0.81,0.1137,0.013300000000000001,0.027999999999999997
SENEA,373690.0,0.91,0.53,0.0174,0.0255,0.050300000000000004
SQ,22980.0,13.4,2.63,0.0599,-0.005,0.2101
TRN,1900.0,0.94,1.7,0.0891,0.026000000000000002,0.1075
FOSL,398070.0,0.78,1.03,-0.0236,0.0104,-0.0916
EXTN,159120.0,0.39,1.31,-0.098,0.0212,-0.265
IAA,4010.0,,,0.1268,0.0932,0.7118000000000001
HFWA,724510.0,0.89,0.71,0.28559999999999997,0.0116,0.0802
PNFP,2850.0,0.65,1.41,0.35840000000000005,0.012199999999999999,0.0794
TGNA,2370.0,1.49,1.37,0.121,0.066,0.19390000000000002
VRRM,1150.0,3.4,,0.0796,0.0484,0.11460000000000001
CFR,3490.0,0.93,1.65,0.2963,0.0116,0.10289999999999999
TIPT,179700.0,0.45,0.57,-0.0641,-0.011000000000000001,-0.1211
ADES,121520.0,1.12,0.93,0.3053,-0.067,0.18530000000000002
VLGEA,224220.0,0.99,0.1,0.0098,0.023700000000000002,0.051399999999999994
EYE,1560.0,2.01,2.04,0.014499999999999999,0.0239,0.032400000000000005
KE,272860.0,0.72,1.29,0.0219,0.0347,0.0735
LDL,114320.0,0.36,2.93,-0.15960000000000002,0.0021,-0.4174
RRR,1000.0,2.0,2.57,-0.0934,0.0262,-0.287
ATR,6390.0,4.07,0.62,0.08259999999999999,0.0667,0.1535
GTT,464690.0,1.6,1.74,-0.0951,0.0158,-0.5814
PEGA,5700.0,10.58,1.24,-0.09029999999999999,-0.0644,-0.1508
JCP,238400.0,0.27,1.37,-0.024,0.0052,-0.2681
HOPE,1010.0,0.5,1.71,0.3177,0.0098,0.07780000000000001
NBN,100670.0,0.62,1.74,0.16649999999999998,0.0089,0.0698
BXC,46360.0,,1.89,-0.0044,0.0149,
UFPI,2300.0,1.83,1.59,0.0416,0.0866,0.1551
NUS,1160.0,1.33,1.12,0.0649,0.084,0.1865
PHUN,27250.0,6.77,,-0.8097,-0.2668,-2.1941
TCDA,1100.0,4.16,,0.0,-0.48969999999999997,-1.1865999999999999
BFC,400730.0,1.74,0.38,0.34,0.0137,0.1313
QEP,81010.0,0.03,4.89,0.33590000000000003,0.0691,0.1366
RBBN,437380.0,0.91,0.92,-0.21989999999999998,0.0078000000000000005,-0.23379999999999998
PI,378930.0,3.03,2.56,-0.1208,-0.0601,-0.1804
IVC,256029.99999999997,0.83,1.24,-0.04190000000000001,0.005,-0.1182
AAN,1530.0,0.88,1.55,-0.0755,0.0747,-0.1869
IBKC,1900.0,0.46,1.7,0.2866,0.0101,0.0755
MORN,4970.0,4.59,1.17,0.11470000000000001,0.06,0.1426
PAHC,977760.0,4.5,0.47,0.0449,0.058600000000000006,0.1795
PRLB,2029.9999999999998,3.46,1.7,0.1349,0.0745,0.1099
SATS,3130.0,0.85,0.68,-0.0693,0.0044,-0.0429
PLAB,836020.0,1.09,0.83,0.059500000000000004,0.0332,0.0478
DLTH,274830.0,1.79,0.99,0.030699999999999998,0.045700000000000005,0.11
CHMG,160620.0,0.88,0.07,0.1881,0.0075,0.0753
KPTI,1400.0,28.21,1.58,0.0,-0.30519999999999997,-1.2967
NYCB,4380.0,0.71,0.97,0.3947,0.0075,0.06
VVI,1370.0,2.95,1.54,0.021,,
MKL,12780.0,1.15,0.63,-0.0259,-0.0022,-0.0181
AMKR,1880.0,0.96,1.73,0.0482,0.0393,0.10779999999999999
WSR,261240.0,0.76,1.45,0.1857,0.0208,0.06509999999999999
MLAB,1090.0,4.76,0.37,0.0403,0.0363,0.0259
SONA,239070.0,0.63,1.05,0.2957,0.009899999999999999,0.07429999999999999
GMED,4170.0,2.97,0.98,0.1866,0.0746,0.11380000000000001
MRSN,279880.0,3.57,2.17,0.0,-0.3506,-0.7162999999999999
SKT,465380.0,1.07,1.91,-0.0029,0.0364,-0.0029
KRYS,751100.0,3.7,1.1,0.0,-0.0909,-0.132
BJ,2820.0,,,0.014199999999999999,0.054299999999999994,
MNRO,2600.0,3.55,1.15,0.0625,0.0574,0.1097
PCH,2100.0,1.71,1.37,0.0378,0.0258,0.026600000000000002
ADMA,248670.0,9.49,2.03,-1.5118,-0.1948,-1.0239
LFUS,3240.0,2.17,1.11,0.0877,0.0463,0.085
SFNC,2080.0,0.67,0.98,0.32420000000000004,0.014499999999999999,0.10400000000000001
NSIT,1480.0,1.27,1.53,0.018799999999999997,0.047,0.14150000000000001
CIA,328230.0,1.26,0.26,-0.004699999999999999,0.0006,-0.0054
AAOI,153690.0,0.56,2.07,-0.4052,-0.0723,-0.2491
BKI,8710.0,4.59,0.86,0.11220000000000001,0.0472,0.0711
MANT,2920.0,1.96,0.74,0.0521,0.044000000000000004,0.08310000000000001
SJI,2310.0,1.62,0.82,0.0605,0.0246,0.061500000000000006
WPG,150840.0,0.25,1.63,0.0199,0.013000000000000001,0.0132
AOSL,160740.0,0.54,2.31,-0.0087,-0.0108,-0.0424
SAGE,1490.0,1.58,2.74,0.0,-0.35359999999999997,-0.5935
Y,7900.0,0.9,0.68,0.0069,0.0049,0.0098
ASGN,1850.0,1.34,2.23,0.046,0.0696,0.1399
EXAS,8670.0,3.79,1.88,-0.1005,-0.037200000000000004,-0.0644
CVCO,1780.0,3.12,1.55,0.0793,0.0771,0.15039999999999998
TITN,272710.0,0.8,1.94,0.010700000000000001,0.0177,0.040999999999999995
CNNE,2650.0,1.78,0.7,0.7564,-0.0258,0.4397
INOV,2590.0,3.77,0.65,0.022099999999999998,0.0231,0.0216
SAH,569240.0,0.6,2.66,-0.009399999999999999,0.043899999999999995,-0.1232
FBK,632370.0,0.83,1.43,0.1894,0.0108,0.08800000000000001
CABO,9410.0,11.18,0.47,0.1728,0.0723,0.2648
NVTA,1390.0,3.67,2.08,-1.2590000000000001,-0.2532,-0.9425
VAC,5350.0,1.72,2.44,0.0425,0.0387,0.0437
PGC,338400.0,0.67,1.18,0.2402,0.0070999999999999995,0.0764
THG,3440.0,1.18,0.87,0.0556,0.0184,0.09449999999999999
SKYW,1310.0,0.6,1.86,0.0947,0.045599999999999995,0.1354
EAT,443170.0,,2.19,0.0359,0.0709,
IMGN,594230.0,,2.28,-1.0287,-0.1057,
SEM,2009.9999999999998,2.17,1.48,0.028999999999999998,0.0432,0.1301
BL,2970.0,7.44,0.85,-0.11900000000000001,-0.0216,-0.09369999999999999
OLN,1840.0,0.76,1.47,-0.0222,0.0083,-0.0519
ILPT,1140.0,1.15,0.9,0.1962,0.0305,0.045700000000000005
UFCS,816920.0,0.9,0.08,-0.09519999999999999,-0.0305,-0.1143
UCTT,551480.0,1.26,1.69,-0.0005,0.037599999999999995,0.0031
EGP,4080.0,3.4,0.81,0.3593,0.0311,0.1174
MDU,4310.0,1.51,0.83,0.0587,0.039,0.1175
CCBG,338250.0,1.03,0.94,0.1862,0.009300000000000001,0.08900000000000001
ESXB,108240.0,0.7,1.21,0.2619,0.0095,0.0915
QGEN,9490.0,3.74,0.31,-0.020099999999999996,0.0342,-0.012199999999999999
COHU,516070.00000000006,1.07,1.94,-0.11199999999999999,-0.015,-0.1278
FII,1930.0,1.85,1.27,0.2045,0.1298,0.2457
BMRN,15270.0,4.89,1.0,0.0632,-0.0024,0.0369
